
===================================================================================================

 365 dataset shape: 400x3x256x256

 Original set has 398 images; For each angle, take no more than 25 images>>>
   0%|          | 0/397 [00:00<?, ?it/s] 100%|██████████| 397/397 [00:00<00:00, 148355.19it/s]398 images left and there are 397 unique labels

 Range of unnormalized labels: (16.913,38.532)

 Range of normalized labels: (0.42599332535734524,0.9705182293306466)

 Use rule-of-thumb formula to compute kernel_sigma >>>

 The std of 398 labels is 0.10931705898979509 so the kernel sigma is 0.03499590186283715

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_ResNet34_embed_epoch_200_seed_2021.pth

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_net_y2h_epoch_500_seed_2021.pth

 Start training CNN for label embedding >>>
CcGAN,SAGAN: [Iter 23100/30000] [D loss: 2.1489e-04] [G loss: 3.6334e+00] [real prob: 3.717] [fake prob: -3.284] [Time: 40119.2107]
CcGAN,SAGAN: [Iter 23120/30000] [D loss: 1.7811e-02] [G loss: 2.7843e+00] [real prob: 3.436] [fake prob: -2.800] [Time: 40153.8774]
CcGAN,SAGAN: [Iter 23140/30000] [D loss: 4.3625e-03] [G loss: 3.7307e+00] [real prob: 3.211] [fake prob: -3.298] [Time: 40188.5513]
CcGAN,SAGAN: [Iter 23160/30000] [D loss: 0.0000e+00] [G loss: 3.2545e+00] [real prob: 3.477] [fake prob: -3.092] [Time: 40223.2080]
CcGAN,SAGAN: [Iter 23180/30000] [D loss: 1.4996e-02] [G loss: 3.6631e+00] [real prob: 3.151] [fake prob: -3.703] [Time: 40257.8431]
CcGAN,SAGAN: [Iter 23200/30000] [D loss: 1.6550e-02] [G loss: 4.1666e+00] [real prob: 4.055] [fake prob: -3.190] [Time: 40292.4961]
CcGAN,SAGAN: [Iter 23220/30000] [D loss: 1.7306e-05] [G loss: 3.6340e+00] [real prob: 3.306] [fake prob: -3.896] [Time: 40327.1306]
CcGAN,SAGAN: [Iter 23240/30000] [D loss: 2.9813e-04] [G loss: 2.7293e+00] [real prob: 2.921] [fake prob: -2.832] [Time: 40361.7770]
CcGAN,SAGAN: [Iter 23260/30000] [D loss: 0.0000e+00] [G loss: 2.8868e+00] [real prob: 3.934] [fake prob: -3.416] [Time: 40396.3983]
CcGAN,SAGAN: [Iter 23280/30000] [D loss: 1.5726e-02] [G loss: 3.3228e+00] [real prob: 3.706] [fake prob: -2.443] [Time: 40431.0561]
CcGAN,SAGAN: [Iter 23300/30000] [D loss: 2.6185e-03] [G loss: 3.7181e+00] [real prob: 3.540] [fake prob: -3.869] [Time: 40465.5819]
CcGAN,SAGAN: [Iter 23320/30000] [D loss: 1.1442e-01] [G loss: 2.5329e+00] [real prob: 2.050] [fake prob: -2.838] [Time: 40500.0684]
CcGAN,SAGAN: [Iter 23340/30000] [D loss: 1.5445e-02] [G loss: 2.7129e+00] [real prob: 4.377] [fake prob: -2.868] [Time: 40534.4881]
CcGAN,SAGAN: [Iter 23360/30000] [D loss: 5.6536e-03] [G loss: 3.1420e+00] [real prob: 3.599] [fake prob: -2.592] [Time: 40568.8705]
CcGAN,SAGAN: [Iter 23380/30000] [D loss: 0.0000e+00] [G loss: 3.9265e+00] [real prob: 3.583] [fake prob: -3.813] [Time: 40603.2538]
CcGAN,SAGAN: [Iter 23400/30000] [D loss: 0.0000e+00] [G loss: 3.2901e+00] [real prob: 3.968] [fake prob: -3.359] [Time: 40637.5761]
CcGAN,SAGAN: [Iter 23420/30000] [D loss: 3.5377e-02] [G loss: 3.5282e+00] [real prob: 2.746] [fake prob: -3.435] [Time: 40671.9704]
CcGAN,SAGAN: [Iter 23440/30000] [D loss: 1.4109e-02] [G loss: 2.4481e+00] [real prob: 3.314] [fake prob: -2.550] [Time: 40706.3443]
CcGAN,SAGAN: [Iter 23460/30000] [D loss: 2.5558e-02] [G loss: 2.9653e+00] [real prob: 3.520] [fake prob: -2.872] [Time: 40740.7731]
CcGAN,SAGAN: [Iter 23480/30000] [D loss: 3.3806e-03] [G loss: 3.3309e+00] [real prob: 3.474] [fake prob: -3.293] [Time: 40775.1598]
CcGAN,SAGAN: [Iter 23500/30000] [D loss: 6.9052e-06] [G loss: 2.8142e+00] [real prob: 3.849] [fake prob: -2.944] [Time: 40809.5217]
CcGAN,SAGAN: [Iter 23520/30000] [D loss: 8.8850e-02] [G loss: 4.2430e+00] [real prob: 4.616] [fake prob: -3.682] [Time: 40843.9137]
CcGAN,SAGAN: [Iter 23540/30000] [D loss: 0.0000e+00] [G loss: 3.1089e+00] [real prob: 3.538] [fake prob: -3.036] [Time: 40878.3409]
CcGAN,SAGAN: [Iter 23560/30000] [D loss: 1.7593e-02] [G loss: 3.6973e+00] [real prob: 3.613] [fake prob: -2.936] [Time: 40912.7080]
CcGAN,SAGAN: [Iter 23580/30000] [D loss: 0.0000e+00] [G loss: 2.3186e+00] [real prob: 4.094] [fake prob: -2.588] [Time: 40947.1176]
CcGAN,SAGAN: [Iter 23600/30000] [D loss: 0.0000e+00] [G loss: 3.3305e+00] [real prob: 3.680] [fake prob: -3.159] [Time: 40981.4876]
CcGAN,SAGAN: [Iter 23620/30000] [D loss: 1.9856e-03] [G loss: 3.4706e+00] [real prob: 3.372] [fake prob: -3.533] [Time: 41015.8557]
CcGAN,SAGAN: [Iter 23640/30000] [D loss: 5.9974e-03] [G loss: 3.4712e+00] [real prob: 4.029] [fake prob: -2.952] [Time: 41050.2361]
CcGAN,SAGAN: [Iter 23660/30000] [D loss: 1.5731e-02] [G loss: 4.6205e+00] [real prob: 2.761] [fake prob: -4.083] [Time: 41084.5640]
CcGAN,SAGAN: [Iter 23680/30000] [D loss: 3.3627e-02] [G loss: 2.7686e+00] [real prob: 3.879] [fake prob: -2.668] [Time: 41118.9084]
CcGAN,SAGAN: [Iter 23700/30000] [D loss: 0.0000e+00] [G loss: 4.0191e+00] [real prob: 3.632] [fake prob: -3.595] [Time: 41153.2200]
CcGAN,SAGAN: [Iter 23720/30000] [D loss: 9.8381e-04] [G loss: 2.6763e+00] [real prob: 4.575] [fake prob: -2.410] [Time: 41187.5420]
CcGAN,SAGAN: [Iter 23740/30000] [D loss: 7.8765e-03] [G loss: 3.5346e+00] [real prob: 3.161] [fake prob: -3.118] [Time: 41221.8979]
CcGAN,SAGAN: [Iter 23760/30000] [D loss: 1.9149e-03] [G loss: 3.3350e+00] [real prob: 3.949] [fake prob: -3.905] [Time: 41256.3115]
CcGAN,SAGAN: [Iter 23780/30000] [D loss: 1.3164e-01] [G loss: 4.3892e+00] [real prob: 3.900] [fake prob: -1.618] [Time: 41290.8391]
CcGAN,SAGAN: [Iter 23800/30000] [D loss: 7.1667e-02] [G loss: 2.2771e+00] [real prob: 2.020] [fake prob: -3.294] [Time: 41325.3122]
CcGAN,SAGAN: [Iter 23820/30000] [D loss: 2.1612e-04] [G loss: 2.8150e+00] [real prob: 3.824] [fake prob: -3.036] [Time: 41359.6303]
CcGAN,SAGAN: [Iter 23840/30000] [D loss: 1.3561e-02] [G loss: 3.2579e+00] [real prob: 3.908] [fake prob: -3.818] [Time: 41394.0696]
CcGAN,SAGAN: [Iter 23860/30000] [D loss: 0.0000e+00] [G loss: 4.3716e+00] [real prob: 4.610] [fake prob: -3.658] [Time: 41428.5418]
CcGAN,SAGAN: [Iter 23880/30000] [D loss: 1.8605e-02] [G loss: 3.4737e+00] [real prob: 3.967] [fake prob: -2.471] [Time: 41462.9036]
CcGAN,SAGAN: [Iter 23900/30000] [D loss: 2.3002e-02] [G loss: 3.6460e+00] [real prob: 3.217] [fake prob: -3.417] [Time: 41497.2596]
CcGAN,SAGAN: [Iter 23920/30000] [D loss: 1.9118e-01] [G loss: 4.3534e+00] [real prob: 1.889] [fake prob: -4.344] [Time: 41531.7704]
CcGAN,SAGAN: [Iter 23940/30000] [D loss: 2.7282e-04] [G loss: 3.7454e+00] [real prob: 2.858] [fake prob: -3.231] [Time: 41566.2360]
CcGAN,SAGAN: [Iter 23960/30000] [D loss: 0.0000e+00] [G loss: 2.7547e+00] [real prob: 4.505] [fake prob: -3.375] [Time: 41600.5578]
CcGAN,SAGAN: [Iter 23980/30000] [D loss: 2.5506e-02] [G loss: 3.5754e+00] [real prob: 3.220] [fake prob: -3.498] [Time: 41635.0235]
CcGAN,SAGAN: [Iter 24000/30000] [D loss: 3.4271e-03] [G loss: 3.0716e+00] [real prob: 4.917] [fake prob: -2.896] [Time: 41669.4950]
CcGAN,SAGAN: [Iter 24020/30000] [D loss: 5.1468e-03] [G loss: 3.0030e+00] [real prob: 3.514] [fake prob: -3.126] [Time: 41711.6383]
CcGAN,SAGAN: [Iter 24040/30000] [D loss: 5.5846e-04] [G loss: 3.8701e+00] [real prob: 4.171] [fake prob: -3.243] [Time: 41745.9907]
CcGAN,SAGAN: [Iter 24060/30000] [D loss: 1.0474e-01] [G loss: 2.2631e+00] [real prob: 4.281] [fake prob: -3.454] [Time: 41780.4275]
CcGAN,SAGAN: [Iter 24080/30000] [D loss: 3.4498e-02] [G loss: 3.8699e+00] [real prob: 3.315] [fake prob: -3.495] [Time: 41814.8951]
CcGAN,SAGAN: [Iter 24100/30000] [D loss: 6.3597e-04] [G loss: 4.0904e+00] [real prob: 3.969] [fake prob: -3.356] [Time: 41849.4652]
CcGAN,SAGAN: [Iter 24120/30000] [D loss: 5.1791e-03] [G loss: 3.3522e+00] [real prob: 4.314] [fake prob: -3.179] [Time: 41884.0173]
CcGAN,SAGAN: [Iter 24140/30000] [D loss: 4.0955e-04] [G loss: 3.7333e+00] [real prob: 3.600] [fake prob: -3.439] [Time: 41918.5716]
CcGAN,SAGAN: [Iter 24160/30000] [D loss: 6.1322e-02] [G loss: 2.7751e+00] [real prob: 3.084] [fake prob: -3.270] [Time: 41953.1270]
CcGAN,SAGAN: [Iter 24180/30000] [D loss: 4.6317e-04] [G loss: 2.9917e+00] [real prob: 3.406] [fake prob: -3.023] [Time: 41987.6036]
CcGAN,SAGAN: [Iter 24200/30000] [D loss: 9.4269e-03] [G loss: 3.5348e+00] [real prob: 4.548] [fake prob: -3.511] [Time: 42022.1412]
CcGAN,SAGAN: [Iter 24220/30000] [D loss: 0.0000e+00] [G loss: 4.2262e+00] [real prob: 3.651] [fake prob: -4.224] [Time: 42056.6697]
CcGAN,SAGAN: [Iter 24240/30000] [D loss: 2.1615e-02] [G loss: 4.1214e+00] [real prob: 3.765] [fake prob: -3.990] [Time: 42091.2099]
CcGAN,SAGAN: [Iter 24260/30000] [D loss: 2.0327e-02] [G loss: 3.7914e+00] [real prob: 2.940] [fake prob: -3.678] [Time: 42125.7807]
CcGAN,SAGAN: [Iter 24280/30000] [D loss: 8.2343e-02] [G loss: 3.8393e+00] [real prob: 4.048] [fake prob: -2.032] [Time: 42160.2988]
CcGAN,SAGAN: [Iter 24300/30000] [D loss: 2.0385e-04] [G loss: 2.9076e+00] [real prob: 4.387] [fake prob: -2.589] [Time: 42194.8136]
CcGAN,SAGAN: [Iter 24320/30000] [D loss: 5.1174e-04] [G loss: 4.0604e+00] [real prob: 4.078] [fake prob: -4.183] [Time: 42229.3190]
CcGAN,SAGAN: [Iter 24340/30000] [D loss: 1.5256e-02] [G loss: 3.5785e+00] [real prob: 4.548] [fake prob: -3.720] [Time: 42264.0112]
CcGAN,SAGAN: [Iter 24360/30000] [D loss: 8.7296e-03] [G loss: 3.1471e+00] [real prob: 3.738] [fake prob: -3.112] [Time: 42298.7890]
CcGAN,SAGAN: [Iter 24380/30000] [D loss: 2.7577e-02] [G loss: 4.1097e+00] [real prob: 4.586] [fake prob: -3.560] [Time: 42333.5818]
CcGAN,SAGAN: [Iter 24400/30000] [D loss: 8.0893e-03] [G loss: 4.1415e+00] [real prob: 4.223] [fake prob: -3.729] [Time: 42368.4015]
CcGAN,SAGAN: [Iter 24420/30000] [D loss: 0.0000e+00] [G loss: 3.1570e+00] [real prob: 4.409] [fake prob: -2.957] [Time: 42403.1701]
CcGAN,SAGAN: [Iter 24440/30000] [D loss: 4.6618e-02] [G loss: 4.3652e+00] [real prob: 2.689] [fake prob: -4.131] [Time: 42437.9287]
CcGAN,SAGAN: [Iter 24460/30000] [D loss: 3.2635e-04] [G loss: 3.4309e+00] [real prob: 3.934] [fake prob: -3.413] [Time: 42472.6704]
CcGAN,SAGAN: [Iter 24480/30000] [D loss: 0.0000e+00] [G loss: 2.8384e+00] [real prob: 4.516] [fake prob: -3.074] [Time: 42507.4030]
CcGAN,SAGAN: [Iter 24500/30000] [D loss: 0.0000e+00] [G loss: 3.2575e+00] [real prob: 4.743] [fake prob: -3.433] [Time: 42542.1261]
CcGAN,SAGAN: [Iter 24520/30000] [D loss: 1.8641e-03] [G loss: 3.3968e+00] [real prob: 4.841] [fake prob: -2.929] [Time: 42576.8347]
CcGAN,SAGAN: [Iter 24540/30000] [D loss: 0.0000e+00] [G loss: 3.1385e+00] [real prob: 4.857] [fake prob: -3.115] [Time: 42611.5469]
CcGAN,SAGAN: [Iter 24560/30000] [D loss: 4.3367e-02] [G loss: 3.3426e+00] [real prob: 4.186] [fake prob: -3.841] [Time: 42646.2483]
CcGAN,SAGAN: [Iter 24580/30000] [D loss: 5.0911e-05] [G loss: 2.5510e+00] [real prob: 5.041] [fake prob: -2.748] [Time: 42680.9735]
CcGAN,SAGAN: [Iter 24600/30000] [D loss: 2.5734e-03] [G loss: 4.7045e+00] [real prob: 4.872] [fake prob: -4.120] [Time: 42715.7438]
CcGAN,SAGAN: [Iter 24620/30000] [D loss: 0.0000e+00] [G loss: 2.3387e+00] [real prob: 4.156] [fake prob: -2.693] [Time: 42750.4638]
CcGAN,SAGAN: [Iter 24640/30000] [D loss: 1.8714e-02] [G loss: 2.1880e+00] [real prob: 4.479] [fake prob: -3.100] [Time: 42785.1827]
CcGAN,SAGAN: [Iter 24660/30000] [D loss: 0.0000e+00] [G loss: 2.9464e+00] [real prob: 4.524] [fake prob: -3.037] [Time: 42819.9046]
CcGAN,SAGAN: [Iter 24680/30000] [D loss: 0.0000e+00] [G loss: 3.9317e+00] [real prob: 4.123] [fake prob: -3.866] [Time: 42854.7109]
CcGAN,SAGAN: [Iter 24700/30000] [D loss: 3.1881e-02] [G loss: 4.4061e+00] [real prob: 4.548] [fake prob: -2.641] [Time: 42889.5875]
CcGAN,SAGAN: [Iter 24720/30000] [D loss: 8.6999e-04] [G loss: 2.7633e+00] [real prob: 3.070] [fake prob: -2.783] [Time: 42924.4805]
CcGAN,SAGAN: [Iter 24740/30000] [D loss: 7.5113e-03] [G loss: 3.2094e+00] [real prob: 3.997] [fake prob: -3.319] [Time: 42959.4021]
CcGAN,SAGAN: [Iter 24760/30000] [D loss: 0.0000e+00] [G loss: 3.2480e+00] [real prob: 4.034] [fake prob: -3.457] [Time: 42994.2593]
CcGAN,SAGAN: [Iter 24780/30000] [D loss: 2.8234e-05] [G loss: 3.2324e+00] [real prob: 5.244] [fake prob: -2.639] [Time: 43029.0159]
CcGAN,SAGAN: [Iter 24800/30000] [D loss: 1.0304e-02] [G loss: 4.1324e+00] [real prob: 4.012] [fake prob: -2.966] [Time: 43063.7225]
CcGAN,SAGAN: [Iter 24820/30000] [D loss: 8.2346e-03] [G loss: 3.6985e+00] [real prob: 5.364] [fake prob: -3.003] [Time: 43098.4579]
CcGAN,SAGAN: [Iter 24840/30000] [D loss: 0.0000e+00] [G loss: 3.4695e+00] [real prob: 4.984] [fake prob: -3.398] [Time: 43133.1474]
CcGAN,SAGAN: [Iter 24860/30000] [D loss: 0.0000e+00] [G loss: 3.5498e+00] [real prob: 4.191] [fake prob: -3.491] [Time: 43167.8678]
CcGAN,SAGAN: [Iter 24880/30000] [D loss: 6.0919e-02] [G loss: 3.6565e+00] [real prob: 3.875] [fake prob: -3.671] [Time: 43202.5806]
CcGAN,SAGAN: [Iter 24900/30000] [D loss: 0.0000e+00] [G loss: 2.4438e+00] [real prob: 3.938] [fake prob: -2.476] [Time: 43237.2664]
CcGAN,SAGAN: [Iter 24920/30000] [D loss: 4.0781e-02] [G loss: 2.6612e+00] [real prob: 4.279] [fake prob: -3.480] [Time: 43271.9647]
CcGAN,SAGAN: [Iter 24940/30000] [D loss: 2.5405e-02] [G loss: 3.3778e+00] [real prob: 3.705] [fake prob: -3.302] [Time: 43306.6012]
CcGAN,SAGAN: [Iter 24960/30000] [D loss: 1.7328e-02] [G loss: 2.9587e+00] [real prob: 3.953] [fake prob: -3.098] [Time: 43341.2174]
CcGAN,SAGAN: [Iter 24980/30000] [D loss: 8.3969e-03] [G loss: 2.5678e+00] [real prob: 3.970] [fake prob: -2.708] [Time: 43375.8725]
CcGAN,SAGAN: [Iter 25000/30000] [D loss: 5.0114e-02] [G loss: 3.7554e+00] [real prob: 3.297] [fake prob: -3.930] [Time: 43410.4741]
CcGAN,SAGAN: [Iter 25020/30000] [D loss: 1.7700e-02] [G loss: 2.8847e+00] [real prob: 4.573] [fake prob: -2.363] [Time: 43454.8121]
CcGAN,SAGAN: [Iter 25040/30000] [D loss: 5.1679e-02] [G loss: 3.2523e+00] [real prob: 3.792] [fake prob: -3.101] [Time: 43489.1375]
CcGAN,SAGAN: [Iter 25060/30000] [D loss: 2.6840e-04] [G loss: 2.9737e+00] [real prob: 3.820] [fake prob: -3.300] [Time: 43523.5002]
CcGAN,SAGAN: [Iter 25080/30000] [D loss: 1.1642e-02] [G loss: 3.8940e+00] [real prob: 4.430] [fake prob: -3.726] [Time: 43557.8216]
CcGAN,SAGAN: [Iter 25100/30000] [D loss: 7.3216e-02] [G loss: 2.6188e+00] [real prob: 2.966] [fake prob: -3.428] [Time: 43592.1704]
CcGAN,SAGAN: [Iter 25120/30000] [D loss: 0.0000e+00] [G loss: 3.3553e+00] [real prob: 3.604] [fake prob: -3.567] [Time: 43626.5510]
CcGAN,SAGAN: [Iter 25140/30000] [D loss: 1.6326e-02] [G loss: 3.7588e+00] [real prob: 3.570] [fake prob: -2.758] [Time: 43660.8616]
CcGAN,SAGAN: [Iter 25160/30000] [D loss: 0.0000e+00] [G loss: 2.9201e+00] [real prob: 3.826] [fake prob: -3.333] [Time: 43695.2155]
CcGAN,SAGAN: [Iter 25180/30000] [D loss: 1.5276e-05] [G loss: 4.4360e+00] [real prob: 3.334] [fake prob: -4.035] [Time: 43729.5485]
CcGAN,SAGAN: [Iter 25200/30000] [D loss: 1.8441e-03] [G loss: 4.0139e+00] [real prob: 4.120] [fake prob: -3.710] [Time: 43763.9143]
CcGAN,SAGAN: [Iter 25220/30000] [D loss: 2.0905e-04] [G loss: 2.7091e+00] [real prob: 4.448] [fake prob: -2.887] [Time: 43798.2364]
CcGAN,SAGAN: [Iter 25240/30000] [D loss: 0.0000e+00] [G loss: 3.7833e+00] [real prob: 4.060] [fake prob: -3.674] [Time: 43832.5987]
CcGAN,SAGAN: [Iter 25260/30000] [D loss: 3.0564e-02] [G loss: 3.0319e+00] [real prob: 3.240] [fake prob: -2.765] [Time: 43866.9561]
CcGAN,SAGAN: [Iter 25280/30000] [D loss: 0.0000e+00] [G loss: 3.3625e+00] [real prob: 4.358] [fake prob: -2.918] [Time: 43901.3372]
CcGAN,SAGAN: [Iter 25300/30000] [D loss: 5.4627e-03] [G loss: 2.3021e+00] [real prob: 4.758] [fake prob: -2.683] [Time: 43935.7224]
CcGAN,SAGAN: [Iter 25320/30000] [D loss: 1.5386e-03] [G loss: 3.3766e+00] [real prob: 3.910] [fake prob: -3.250] [Time: 43970.0797]
CcGAN,SAGAN: [Iter 25340/30000] [D loss: 3.8953e-04] [G loss: 3.4724e+00] [real prob: 3.554] [fake prob: -2.996] [Time: 44004.4551]
CcGAN,SAGAN: [Iter 25360/30000] [D loss: 2.9443e-03] [G loss: 3.8521e+00] [real prob: 3.617] [fake prob: -3.829] [Time: 44038.8979]
CcGAN,SAGAN: [Iter 25380/30000] [D loss: 1.0195e-02] [G loss: 3.0805e+00] [real prob: 3.938] [fake prob: -3.066] [Time: 44073.3381]
CcGAN,SAGAN: [Iter 25400/30000] [D loss: 6.4514e-04] [G loss: 2.3803e+00] [real prob: 3.785] [fake prob: -2.600] [Time: 44107.7996]
CcGAN,SAGAN: [Iter 25420/30000] [D loss: 1.6227e-03] [G loss: 3.2876e+00] [real prob: 4.191] [fake prob: -3.140] [Time: 44142.2194]
CcGAN,SAGAN: [Iter 25440/30000] [D loss: 0.0000e+00] [G loss: 3.5960e+00] [real prob: 4.357] [fake prob: -3.778] [Time: 44176.6461]
CcGAN,SAGAN: [Iter 25460/30000] [D loss: 0.0000e+00] [G loss: 3.1740e+00] [real prob: 4.213] [fake prob: -3.121] [Time: 44211.0825]
CcGAN,SAGAN: [Iter 25480/30000] [D loss: 0.0000e+00] [G loss: 3.8531e+00] [real prob: 4.549] [fake prob: -3.867] [Time: 44245.5285]
CcGAN,SAGAN: [Iter 25500/30000] [D loss: 1.7088e-02] [G loss: 3.5698e+00] [real prob: 2.868] [fake prob: -3.873] [Time: 44280.0070]
CcGAN,SAGAN: [Iter 25520/30000] [D loss: 8.8429e-03] [G loss: 3.6043e+00] [real prob: 5.038] [fake prob: -3.911] [Time: 44314.4471]
CcGAN,SAGAN: [Iter 25540/30000] [D loss: 3.3550e-02] [G loss: 4.2156e+00] [real prob: 4.245] [fake prob: -3.973] [Time: 44348.9055]
CcGAN,SAGAN: [Iter 25560/30000] [D loss: 1.3068e-02] [G loss: 4.1945e+00] [real prob: 4.136] [fake prob: -3.420] [Time: 44383.3913]
CcGAN,SAGAN: [Iter 25580/30000] [D loss: 0.0000e+00] [G loss: 3.8093e+00] [real prob: 4.452] [fake prob: -3.440] [Time: 44417.9623]
CcGAN,SAGAN: [Iter 25600/30000] [D loss: 3.2431e-03] [G loss: 3.7500e+00] [real prob: 3.778] [fake prob: -3.409] [Time: 44452.4122]
CcGAN,SAGAN: [Iter 25620/30000] [D loss: 0.0000e+00] [G loss: 3.7795e+00] [real prob: 4.316] [fake prob: -3.338] [Time: 44486.8650]
CcGAN,SAGAN: [Iter 25640/30000] [D loss: 5.8516e-03] [G loss: 3.6466e+00] [real prob: 3.623] [fake prob: -3.857] [Time: 44521.3597]
CcGAN,SAGAN: [Iter 25660/30000] [D loss: 7.4842e-03] [G loss: 3.9342e+00] [real prob: 3.445] [fake prob: -3.730] [Time: 44555.8340]
CcGAN,SAGAN: [Iter 25680/30000] [D loss: 3.3075e-02] [G loss: 3.3437e+00] [real prob: 2.811] [fake prob: -3.492] [Time: 44590.3175]
CcGAN,SAGAN: [Iter 25700/30000] [D loss: 3.2212e-03] [G loss: 3.2569e+00] [real prob: 4.175] [fake prob: -3.349] [Time: 44624.8204]
CcGAN,SAGAN: [Iter 25720/30000] [D loss: 1.2450e-02] [G loss: 2.5939e+00] [real prob: 3.783] [fake prob: -3.870] [Time: 44659.2530]
CcGAN,SAGAN: [Iter 25740/30000] [D loss: 0.0000e+00] [G loss: 3.1361e+00] [real prob: 4.468] [fake prob: -3.044] [Time: 44693.6628]
CcGAN,SAGAN: [Iter 25760/30000] [D loss: 2.4349e-02] [G loss: 3.4338e+00] [real prob: 3.854] [fake prob: -2.741] [Time: 44728.0478]
CcGAN,SAGAN: [Iter 25780/30000] [D loss: 4.1609e-02] [G loss: 3.9721e+00] [real prob: 2.959] [fake prob: -4.258] [Time: 44762.4156]
CcGAN,SAGAN: [Iter 25800/30000] [D loss: 6.4336e-04] [G loss: 3.6915e+00] [real prob: 5.153] [fake prob: -3.366] [Time: 44796.7908]
CcGAN,SAGAN: [Iter 25820/30000] [D loss: 8.9368e-02] [G loss: 3.6220e+00] [real prob: 4.040] [fake prob: -2.816] [Time: 44831.1769]
CcGAN,SAGAN: [Iter 25840/30000] [D loss: 4.3377e-04] [G loss: 4.0703e+00] [real prob: 3.152] [fake prob: -3.956] [Time: 44865.5568]
CcGAN,SAGAN: [Iter 25860/30000] [D loss: 7.5230e-04] [G loss: 4.1016e+00] [real prob: 3.494] [fake prob: -3.732] [Time: 44899.9511]
CcGAN,SAGAN: [Iter 25880/30000] [D loss: 3.7966e-04] [G loss: 4.6977e+00] [real prob: 3.520] [fake prob: -4.295] [Time: 44934.3448]
CcGAN,SAGAN: [Iter 25900/30000] [D loss: 2.6474e-02] [G loss: 2.9397e+00] [real prob: 3.808] [fake prob: -3.218] [Time: 44968.7602]
CcGAN,SAGAN: [Iter 25920/30000] [D loss: 6.8631e-02] [G loss: 2.4009e+00] [real prob: 3.343] [fake prob: -3.836] [Time: 45003.1882]
CcGAN,SAGAN: [Iter 25940/30000] [D loss: 0.0000e+00] [G loss: 3.6221e+00] [real prob: 4.188] [fake prob: -3.599] [Time: 45037.6337]
CcGAN,SAGAN: [Iter 25960/30000] [D loss: 4.2274e-04] [G loss: 3.3701e+00] [real prob: 3.553] [fake prob: -3.666] [Time: 45072.0318]
CcGAN,SAGAN: [Iter 25980/30000] [D loss: 6.1729e-02] [G loss: 2.8601e+00] [real prob: 3.361] [fake prob: -3.391] [Time: 45106.4619]
CcGAN,SAGAN: [Iter 26000/30000] [D loss: 1.9439e-02] [G loss: 2.7088e+00] [real prob: 3.602] [fake prob: -2.635] [Time: 45140.9034]
CcGAN,SAGAN: [Iter 26020/30000] [D loss: 3.9863e-03] [G loss: 2.8001e+00] [real prob: 3.632] [fake prob: -2.339] [Time: 45183.1078]
CcGAN,SAGAN: [Iter 26040/30000] [D loss: 2.4784e-03] [G loss: 3.8141e+00] [real prob: 3.714] [fake prob: -3.198] [Time: 45217.5523]
CcGAN,SAGAN: [Iter 26060/30000] [D loss: 0.0000e+00] [G loss: 2.5871e+00] [real prob: 4.236] [fake prob: -2.333] [Time: 45251.9941]
CcGAN,SAGAN: [Iter 26080/30000] [D loss: 6.9022e-03] [G loss: 3.9523e+00] [real prob: 4.176] [fake prob: -3.555] [Time: 45286.5068]
CcGAN,SAGAN: [Iter 26100/30000] [D loss: 0.0000e+00] [G loss: 4.2843e+00] [real prob: 4.226] [fake prob: -3.929] [Time: 45320.9965]
CcGAN,SAGAN: [Iter 26120/30000] [D loss: 0.0000e+00] [G loss: 3.8003e+00] [real prob: 3.745] [fake prob: -3.887] [Time: 45355.5025]
CcGAN,SAGAN: [Iter 26140/30000] [D loss: 1.1303e-01] [G loss: 3.9613e+00] [real prob: 2.813] [fake prob: -3.969] [Time: 45390.0116]
CcGAN,SAGAN: [Iter 26160/30000] [D loss: 9.6035e-03] [G loss: 2.9423e+00] [real prob: 3.437] [fake prob: -2.759] [Time: 45424.5050]
CcGAN,SAGAN: [Iter 26180/30000] [D loss: 1.2182e-02] [G loss: 3.9514e+00] [real prob: 3.736] [fake prob: -3.631] [Time: 45459.0399]
CcGAN,SAGAN: [Iter 26200/30000] [D loss: 1.2823e-02] [G loss: 3.7653e+00] [real prob: 3.959] [fake prob: -3.501] [Time: 45493.5063]
CcGAN,SAGAN: [Iter 26220/30000] [D loss: 6.4420e-02] [G loss: 3.5241e+00] [real prob: 5.387] [fake prob: -1.694] [Time: 45527.9913]
CcGAN,SAGAN: [Iter 26240/30000] [D loss: 0.0000e+00] [G loss: 3.8416e+00] [real prob: 4.153] [fake prob: -3.526] [Time: 45562.4810]
CcGAN,SAGAN: [Iter 26260/30000] [D loss: 1.8310e-02] [G loss: 3.8759e+00] [real prob: 2.469] [fake prob: -4.063] [Time: 45596.9508]
CcGAN,SAGAN: [Iter 26280/30000] [D loss: 0.0000e+00] [G loss: 3.7424e+00] [real prob: 4.538] [fake prob: -3.995] [Time: 45631.4267]
CcGAN,SAGAN: [Iter 26300/30000] [D loss: 7.7639e-03] [G loss: 3.2589e+00] [real prob: 4.268] [fake prob: -3.001] [Time: 45665.9511]
